,brand,price,originalpr,colour,shoetype,bargain
5540,Högl,95.0,190.0,silber gold,heels,95.0
5541,Jolana & Fenena,63.99,89.99,offwhite,boots,25.999999999999993
5542,Palado,34.95,69.95,blau,mules,35.0
5543,Anna Field,22.59,29.99,black,pumps,7.399999999999999
5544,Skechers Wide Fit,84.95,84.95,red ,trainers,0.0
5545,Zign,99.99,99.99,off white,boots,0.0
5546,Tamaris,47.83,59.95,black matt,boots,12.120000000000005
5547,Crosby,19.99,49.99,black,trainers,30.000000000000004
5548,Nike Sportswear,135.95,159.95,black/safety orange/university gold/white/cool grey,trainers,24.0
5549,Betsy,59.99,79.99,green,sandals,19.999999999999993
5550,Havaianas,30.0,30.0,black/black,mixed,0.0
5551,Betsy,49.99,59.99,black,heels,10.0
5552,Tamaris,45.95,69.95,black matt,sandals,24.0
5553,Tamaris,48.95,69.95,ivory,heels,21.0
5554,Anna Field,37.69,49.99,white,pumps,12.300000000000004
5555,Beliana,43.4,49.95,schwarz,sandals,6.550000000000004
5556,Tamaris,64.95,99.95,white uni,trainers,35.0
5557,Anna Field,49.99,49.99,black,boots,0.0
5558,Tamaris,75.95,109.95,taupe,boots,34.0
5559,Tamaris,69.95,69.95,camel,boots,0.0
5560,Dr. Martens,125.95,179.95,black,lace-ups,53.999999999999986
5561,Bullboxer,47.95,59.95,white,slip-ons,12.0
5562,Call it Spring,64.95,64.95,clear,mules,0.0
5563,Bosanova,36.99,40.99,beige,mules,4.0
5564,Reef,35.95,45.0,vintage white,sandals,9.049999999999997
5565,Kazar,136.49,194.99,beige,sandals,58.5
5566,Reebok Classic,79.95,99.95,footwear white/light solid grey/lucid lilac,trainers,20.0
5567,Gabor,69.95,99.95,pink,heels,30.0
5568,Salomon,129.95,129.95,white/lunar rock,trainers,0.0
5569,Toni Pons,59.95,59.95,green,espadrilles,0.0
5570,British Knights,44.95,49.95,weiß,trainers,5.0
5571,flip*flop,29.95,29.95,dirty rose,mixed,0.0
5572,On Running,169.9,169.9,eclipse black,trainers,0.0
5573,Skechers Sport,89.94,99.99,navy,trainers,10.049999999999997
5574,adidas Originals,109.95,109.95,white   magic beige   white,trainers,0.0
5575,Dr. Martens,204.95,204.95,black,mixed,0.0
5576,Rohde,52.95,69.95,grün,mules,17.0
5577,Skechers,49.75,49.75,white,trainers,0.0
5578,Anna Field,55.99,79.99,dark blue,sandals,23.999999999999993
5579,Tamaris,49.95,49.95,lavender pat,sandals,0.0
5580,Esprit,43.99,43.99,green,slippers,0.0
5581,Cesare Gaspari,68.0,178.0,white,lace-ups,110.0
5582,Rieker,47.84,59.95,weiss cement,slip-ons,12.11
5583,Marco Tozzi,49.0,69.95,taupe nubuck,boots,20.950000000000003
5584,Reebok Classic,89.95,109.95,footwear white/pure grey ,trainers,20.0
5585,WITTCHEN,89.0,179.0,orange,heels,90.0
5586,Even&Odd,19.99,39.99,light pink,trainers,20.000000000000004
5587,Tommy Hilfiger,34.95,34.95,black,sandals,0.0
5588,Tommy Hilfiger,159.95,159.95,black,mixed,0.0
5589,Högl,139.9,139.9,perlweiss,pumps,0.0
5590,s.Oliver,39.96,49.95,beige,trainers,9.990000000000002
5591,Koi Footwear,38.65,54.95,black,heels,16.300000000000004
5592,New Balance,119.95,119.95,beige/mottled beige,trainers,0.0
5593,Wojas,99.9,99.9,black ,heels,0.0
5594,Where’s That From,35.99,35.99,white pu,heels,0.0
5595,Bullboxer,129.95,129.95,black,boots,0.0
5596,Call it Spring,42.65,49.95,ice,mules,7.300000000000004
5597,adidas Originals,119.95,119.95,white/collegiate green/white,trainers,0.0
5598,Jolana & Fenena,28.99,54.99,schwarz,sandals,26.000000000000004
5599,Tamaris,74.95,74.95,orange,mules,0.0
5600,Even&Odd,36.19,44.99,pink,heels,8.800000000000004
5601,FRED MARTIN COLLECTION,99.0,110.0,red brown suede,espadrilles,11.0
5602,Nine West,39.99,89.99,yellow,sandals,49.99999999999999
5603,Mexx,78.22,89.95,black,trainers,11.730000000000004
5604,Cesare Gaspari,58.0,168.0,fushia,sandals,110.0
5605,Tamaris,39.95,79.95,sage ,slip-ons,40.0
5606,Gabor,80.91,89.95,rosa,heels,9.040000000000006
5607,Bosanova,49.99,76.99,black,boots,26.999999999999993
5608,Stradivarius,59.99,59.99,off-white,boots,0.0
5609,MICHAEL Michael Kors,147.95,164.95,light cream,heels,17.0
5610,Tamaris,45.95,49.95,rose gold,mules,4.0
5611,Palado,49.95,69.95,pink,mules,20.0
5612,Apple of Eden,139.95,139.95,taupe,trainers,0.0
5613,Puma,79.5,84.95,white,trainers,5.450000000000003
5614,RAID,29.59,48.99,black,sandals,19.400000000000002
5615,Marco Tozzi,29.95,49.95,pink metallic,pumps,20.000000000000004
5616,Puma,39.95,39.95,green fog white,slippers,0.0
5617,Tamaris,79.95,79.95,black,boots,0.0
5618,Anna Field,21.09,34.99,cognac,boots,13.900000000000002
5619,Marco Tozzi,46.55,59.99,cream comb,trainers,13.440000000000005
5620,Anna Field,21.99,44.99,gold,sandals,23.000000000000004
5621,Anna Field,44.99,44.99,black,boots,0.0
5622,Hummel,45.46,64.95,white,trainers,19.490000000000002
5623,New Balance,129.95,129.95,grey,trainers,0.0
5624,Tamaris,41.95,59.95,black,mules,18.0
5625,Skechers Sport,64.95,99.95,black,trainers,35.0
5626,Cesare Gaspari,68.0,145.0,mint,pumps,77.0
5627,Anna Field,34.99,69.99,dark red,heels,34.99999999999999
5628,Bullboxer,79.95,79.95,black,boots,0.0
5629,PULL&BEAR,29.99,29.99,black,mules,0.0
5630,Mango,39.99,39.99,nude,sandals,0.0
5631,Wojas,124.9,124.9,brown ,heels,0.0
5632,Panama Jack,156.99,219.0,black,boots,62.00999999999999
5633,Menbur,74.95,74.95,gold,sandals,0.0
5634,adidas Originals,118.95,139.95,white/alumina/beige,trainers,20.999999999999986
5635,Jolana & Fenena,68.99,94.99,taupe,sandals,26.0
5636,Nine West,49.99,109.99,black,sandals,59.99999999999999
5637,Gabor,55.95,79.95,weiss,mules,24.0
5638,Derimod,69.99,99.99,black,mules,30.0
5639,Anna Field,49.99,49.99,cognac,boots,0.0
5640,Gabor,94.95,99.95,orchid,heels,5.0
5641,Gabor,74.95,99.95,citrus,sandals,25.0
5642,Birkenstock,67.41,75.0,metallic copper,mules,7.590000000000003
5643,Where’s That From,34.99,34.99,yellow,slides,0.0
5644,Tamaris,42.46,99.95,ivory patent,boots,57.49
5645,Buffalo,67.99,79.99,white,sandals,12.0
5646,Rubi Shoes by Cotton On,17.95,17.95,black,pumps,0.0
5647,Jolana & Fenena,71.99,139.99,hellblau,trainers,68.00000000000001
5648,Skechers,63.95,69.99,weiß,trainers,6.039999999999992
5649,Hummel,38.2,44.95,black,trainers,6.75
5650,ASICS SportStyle,74.95,74.95,white/black,trainers,0.0
5651,Carvela,100.0,150.0,bone,sandals,50.0
5652,New Balance,129.95,129.95,moonbeam ,trainers,0.0
5653,RYŁKO,94.99,109.99,white,trainers,15.0
5654,Marks & Spencer,39.95,39.95,metallic,sandals,0.0
5655,Alma en Pena,174.95,174.95,azul,heels,0.0
5656,Palado,39.95,79.95,lila,mules,40.0
5657,Skechers Sport,69.95,69.95,lavender,trainers,0.0
5658,Paul Green,159.95,159.95,classic calf black,slip-ons,0.0
5659,Marco Tozzi,49.99,59.95,white/rose ,trainers,9.96
5660,Birkenstock,100.0,100.0,metallic copper,mules,0.0
5661,IGI&CO,69.9,69.9,bianco agento,sandals,0.0
5662,Tamaris,49.94,49.94,black matt,heels,0.0
5663,Anna Field,69.99,69.99,black,slip-ons,0.0
5664,Tamaris,47.95,59.95,fuxia metallic,heels,12.0
5665,Tamaris,49.95,79.95,navy suede,heels,30.0
5666,Tamaris,45.95,69.95,raspberry,sandals,24.0
5667,Kazar,99.99,99.99,gold,sandals,0.0
5668,Stradivarius,18.19,25.99,black,mules,7.799999999999997
5669,Jana,27.95,29.95,navy,pumps,2.0
5670,Wojas,89.9,89.9,red,heels,0.0
5671,Gioseppo,80.95,89.95,"black,silver coloured",pumps,9.0
5672,VERBENAS,49.99,59.99,pink,mules,10.0
5673,Palado,29.95,79.95,grün,trainers,50.0
5674,Paul Green,99.95,140.0,samtziege champagne ,heels,40.05
5675,Marks & Spencer,54.95,54.95,white,pumps,0.0
5676,Wojas,89.9,89.9,beige,trainers,0.0
5677,BOSS,54.95,99.95,open white,mixed,45.0
5678,Tommy Hilfiger,41.95,49.95,desert sky,mules,8.0
5679,Timberland,179.95,239.95,wheat ,mixed,60.0
5680,Cesare Gaspari,69.0,165.0,pink,heels,96.0
5681,Kazar,144.99,144.99,light brown,sandals,0.0
5682,Gabor,114.0,120.0,schwarz micro,boots,6.0
5683,Tamaris,69.95,69.95,black,sandals,0.0
5684,Anna Field,33.99,39.99,green,slip-ons,6.0
5685,Tamaris,55.95,69.95,black matt,boots,14.0
5686,Cesare Gaspari,88.0,178.0,orange,slip-ons,90.0
5687,Wojas,99.9,99.9,beige ,heels,0.0
5688,Marks & Spencer,52.5,105.0,black,boots,52.5
5689,Betsy,49.99,59.99,black,heels,10.0
5690,Mexx,53.97,89.95,white,trainers,35.980000000000004
5691,Ca'Shott,119.99,149.99,cream,boots,30.000000000000014
5692,Lloyd,149.9,149.9,grun,boots,0.0
5693,Zign,59.99,59.99,orange/lilac/pink ,heels,0.0
5694,KHARISMA,62.99,79.99,black,heels,16.999999999999993
5695,Tamaris,59.94,59.94,black,sandals,0.0
5696,Tamaris,79.95,79.95,ltgrey,sandals,0.0
5697,Ambellis,32.99,94.99,offwhite,boots,61.99999999999999
5698,Gioseppo,94.95,94.95,off white,sandals,0.0
5699,Mango,79.99,79.99,black,boots,0.0
5700,Tamaris,50.95,59.95,white,heels,9.0
5701,Tamaris,79.95,79.95,black,boots,0.0
5702,Tamaris,59.46,69.95,taupe patent,lace-ups,10.490000000000002
5703,Ambellis,36.99,164.99,weiß,trainers,128.0
5704,Tamaris,99.95,99.95,cognac,boots,0.0
5705,Nine West,79.99,109.99,silver,espadrilles,30.0
5706,Nine West,129.99,129.99,black,boots,0.0
5707,Nike Sportswear,111.95,159.95,aura/reflect silver/blue tint/aluminum/white,trainers,47.999999999999986
5708,Madden Girl,82.95,109.95,black paris,boots,27.0
5709,Tamaris,49.95,49.95,nude patent,mules,0.0
5710,Zign,84.99,99.99,black,boots,15.0
5711,mtng,124.95,124.95,black,boots,0.0
5712,Tamaris,89.95,89.95,black uni,trainers,0.0
5713,Tommy Jeans,65.95,119.95,stony beige,trainers,54.0
5714,Gioseppo,62.95,89.95,black,mules,27.0
5715,Mexx,48.95,69.95,lila,mules,21.0
5716,adidas Originals,101.95,119.95,night indigo/cloud white/crew yellow,trainers,18.0
5717,Jana,39.95,39.95,black,pumps,0.0
5718,Caprice,35.95,59.95,black sue pat,pumps,24.0
5719,Call it Spring,79.95,79.95,black,trainers,0.0
5720,Pier One,47.99,59.99,black,heels,12.0
5721,Pikolinos,134.9,134.9,ocean,boots,0.0
5722,Marks & Spencer,59.95,59.95,ivory,sandals,0.0
5723,Woden,119.95,119.95,blanc,trainers,0.0
5724,Gioseppo,54.95,54.95,plomo,sandals,0.0
5725,Jolana & Fenena,61.99,139.99,natur,boots,78.0
5726,Wojas,99.9,99.9,black,slip-ons,0.0
5727,Kazar,121.49,134.99,black,sandals,13.500000000000014
5728,Crosby,37.99,54.99,white,trainers,17.0
5729,Skechers,49.95,64.95,blau,trainers,15.0
5730,Caprice,69.95,69.95,rosegold metallic,pumps,0.0
5731,Next,23.0,23.0,green,mixed,0.0
5732,Flower Mountain,203.0,203.0,militärgrüne,trainers,0.0
5733,Karl Kani,95.99,119.99,white/lt. blue,trainers,24.0
5734,Toni Pons,59.95,59.95,blue,espadrilles,0.0
5735,Inselhauptstadt,36.99,164.99,weiß kombi,trainers,128.0
5736,ALDO Wide Fit,50.95,84.95,black,heels,34.0
5737,Tamaris,47.95,59.95,black,sandals,12.0
5738,Tamaris,49.99,69.95,black,sandals,19.96
5739,Caprice,49.44,69.95,grey,trainers,20.510000000000005
5740,bugatti,61.95,79.99,beige,heels,18.039999999999992
5741,Natural World,31.95,39.95,blanco,slip-ons,8.000000000000004
5742,Jane Klain,44.95,49.99,gold,sandals,5.039999999999999
5743,Kazar Studio,89.99,89.99,mottled beige,pumps,0.0
5744,Caprice,52.95,69.95,turquoise met,pumps,17.0
5745,Even&Odd,21.09,27.99,black,pumps,6.899999999999999
5746,Love Moschino,159.95,159.95,polvere,boots,0.0
5747,Bullboxer,62.95,89.95,black,heels,27.0
5748,Skechers,75.95,94.95,blau slate,trainers,19.0
5749,NoGRZ,49.95,149.95,blue,trainers,99.99999999999999
5750,Skechers Sport,65.15,89.99,black mesh,slip-ons,24.83999999999999
5751,Saucony,114.95,114.95,marshmallow,trainers,0.0
5752,flip*flop,59.95,59.95,schwarz,slides,0.0
5753,Derimod,89.99,119.99,light brown,moccasins,30.0
5754,Marks & Spencer,59.95,59.95,tan,sandals,0.0
5755,Palado,39.95,74.95,golden,mules,35.0
5756,Butigo,24.99,52.99,black,heels,28.000000000000004
5757,Palado,49.95,74.95,basic matt brown,sandals,25.0
5758,Bianco,104.95,149.95,beige,boots,44.999999999999986
5759,Mustang,66.37,69.95,cognac ,boots,3.5799999999999983
5760,Tamaris,69.95,69.95,black,boots,0.0
5761,Les Tropeziennes par M Belarbi,75.0,75.0,black,sandals,0.0
5762,Marco Tozzi,37.65,49.95,pink comb,heels,12.300000000000004
5763,Yours Clothing,38.24,44.99,black,sandals,6.75
5764,Pier One,44.99,44.99,black,boots,0.0
5765,adidas Originals,54.95,54.95,silver green/collegiate green,slides,0.0
5766,Sioux,69.95,119.95,hellgrün,mules,50.0
5767,Leguano,146.95,154.99,beige,lace-ups,8.04000000000002
5768,Anna Field,39.99,39.99,black ,boots,0.0
5769,CUPLÉ,129.0,129.0,olive green,boots,0.0
5770,Puma,92.95,109.95,white/nimbus cloud,trainers,17.0
5771,KangaROOS,49.95,49.95,white,trainers,0.0
5772,Back70,139.0,139.0,bianca,trainers,0.0
5773,Unisa,97.69,109.99,braun,sandals,12.299999999999997
5774,Kennel + Schmenger,285.0,285.0,schwarz,trainers,0.0
5775,Next,99.0,99.0,tan brown,boots,0.0
5776,Bronx,254.95,254.95,chestnut,boots,0.0
5777,Steve Madden,98.95,109.95,white,trainers,11.0
5778,VERBENAS,39.0,59.95,lila,espadrilles,20.950000000000003
5779,Cesare Gaspari,69.0,155.0,red,sandals,86.0
5780,Even&Odd,33.89,44.99,black,slip-ons,11.100000000000001
5781,Tamaris,99.95,99.95,taupe,boots,0.0
5782,schuh,35.0,44.0,black,slip-ons,9.0
5783,Wojas,49.9,49.9,red,heels,0.0
5784,Creeks,29.99,29.99,white,trainers,0.0
5785,Vagabond,118.95,169.95,black,boots,50.999999999999986
5786,Derimod,99.99,99.99,creme,moccasins,0.0
5787,Wojas,49.9,49.9,brown ,sandals,0.0
5788,Anna Field,11.99,24.99,beige,slippers,12.999999999999998
5789,Cesare Gaspari,125.0,264.0,beige,moccasins,139.0
5790,Puma,60.95,79.95, black/white,trainers,19.0
5791,Tamaris,69.95,69.95,black leather,heels,0.0
5792,Palado,39.9,64.95,rose,sandals,25.050000000000004
5793,Vans,69.95,69.95,black,trainers,0.0
5794,Anna Field,23.99,39.99,black,slip-ons,16.000000000000004
5795,s.Oliver,59.95,69.95,fuchsia,sandals,10.0
5796,Högl,129.9,129.9,red,pumps,0.0
5797,Caprice,59.95,69.95,ocean perlato,sandals,10.0
5798,ÁNGEL ALARCÓN,134.95,134.95,nero venice,heels,0.0
5799,Palado,29.95,69.95,gold metallic,mules,40.0
5800,Vans,85.0,85.0,black true white,mixed,0.0
5801,Beck,23.1,35.99,schwarz,wellies,12.89
5802,Ambellis,18.99,89.99,mehrfarbig,mules,71.0
5803,Copenhagen,179.95,179.95,cognac,trainers,0.0
5804,Tamaris,62.95,69.95,black,lace-ups,7.0
5805,kate spade new york,159.95,159.95,white,espadrilles,0.0
5806,Tamaris,59.95,59.95,fuxia,mules,0.0
5807,Tamaris,45.95,69.95,cognac,sandals,24.0
5808,Wojas,149.9,149.9,beige,boots,0.0
5809,Gabor,94.95,99.95,schwarz,heels,5.0
5810,Caprice,59.95,69.95,black softnap,mules,10.0
5811,Kazar,123.99,154.99,gold,sandals,31.000000000000014
5812,Anna Field Wide Fit,34.99,34.99,black,boots,0.0
5813,Nine West,39.99,109.99,black,heels,70.0
5814,Jana,29.95,39.95,black,pumps,10.000000000000004
5815,Philip Hog,99.0,99.0,brown,trainers,0.0
5816,RYŁKO,89.99,109.99,white,trainers,20.0
5817,Philip Hog,59.0,99.0,safari,mules,40.0
5818,Crocs,47.99,59.99,juice,mixed,12.0
5819,Next,60.0,60.0,gold,mixed,0.0
5820,Marco Tozzi,64.95,64.95,cognac,boots,0.0
5821,Jack Wolfskin,34.95,59.95,hedge green,sandals,25.0
5822,Nine West,39.99,109.99,white,heels,70.0
5823,Braccialini,60.0,85.0,lt gold,mules,25.0
5824,RAID,39.99,39.99,blue,sandals,0.0
5825,Pepe Jeans,52.5,105.0,black,espadrilles,52.5
5826,Marco Tozzi,49.98,59.95,cream combo,trainers,9.970000000000006
5827,Tamaris,89.95,89.95,white leather,trainers,0.0
5828,adidas Originals,139.95,139.95,off white/gold metallic,trainers,0.0
5829,Anna Field,41.99,59.99,black,mules,18.0
5830,RAID,29.99,29.99,black,slip-ons,0.0
5831,Even&Odd,29.99,39.99,light pink,heels,10.000000000000004
5832,Tamaris,75.95,79.99,cognac comb,sandals,4.039999999999992
5833,Tamaris,49.99,69.99,navy comb,boots,19.999999999999993
5834,LOLA CASADEMUNT,54.5,109.0,orange,mules,54.5
5835,Ca'Shott,110.49,129.99,beige,sandals,19.500000000000014
5836,Nine West,39.99,89.99,gold,mules,49.99999999999999
5837,Jolana & Fenena,96.99,139.99,taupe,boots,43.000000000000014
5838,Ca'Shott,169.99,169.99,beige,boots,0.0
5839,Bagatt,99.95,99.95,weiß,slip-ons,0.0
5840,La Strada,59.99,74.99,mehrfarbig,trainers,14.999999999999993
5841,Jana,17.95,29.95,khaki,pumps,12.0
5842,GANT,76.95,109.95,green g,trainers,33.0
5843,Betsy,39.99,99.99,light beige,boots,59.99999999999999
5844,Next,40.0,40.0,silver,pumps,0.0
5845,Nine West,39.99,109.99,tan,mules,70.0
5846,Tommy Hilfiger,64.93,99.9,woodridge,espadrilles,34.97
5847,River Island,30.4,38.0,beige  light,mixed,7.600000000000001
5848,Anna Field,39.99,39.99,black,boots,0.0
5849,Sioux,69.95,129.95,cognac,sandals,59.999999999999986
5850,L37,179.0,179.0,brown,boots,0.0
5851,Betsy,34.99,64.99,green,mules,29.999999999999993
5852,schuh,65.0,81.0,black,boots,16.0
5853,Scholl,99.99,110.0,brown,mules,10.010000000000005
5854,Donna Carolina,134.89,179.9,blau,slip-ons,45.01000000000002
5855,Mexx,47.95,79.95,black,sandals,32.0
5856,Cesare Gaspari,76.0,155.0,brown,trainers,79.0
5857,Wojas,149.9,149.9,black,boots,0.0
5858,Puma,54.45,94.95,white/black,trainers,40.5
5859,Wojas,99.9,99.9,beige,heels,0.0
5860,Jolana & Fenena,55.99,124.99,schwarz modell 1,boots,69.0
5861,Stradivarius,49.99,49.99,grey denim,boots,0.0
5862,Marco Tozzi,34.95,49.95,black,heels,15.0
5863,Bullboxer,50.95,59.95,beige,trainers,9.0
5864,Rohde,41.95,54.95,messing,mules,13.0
5865,Where’s That From,49.99,49.99,gold,sandals,0.0
5866,Buffalo,129.99,129.99,petrol,boots,0.0
5867,ONLY SHOES,27.69,49.99,black,boots,22.3
5868,Even&Odd Wide Fit,55.49,64.99,black,boots,9.499999999999993
5869,Tamaris,99.95,99.95,black,boots,0.0
5870,Call it Spring,26.95,44.95,turquoise,sandals,18.000000000000004
5871,Palado,29.95,74.95,basic navi blau,sandals,45.0
5872,Caprice,47.33,59.95,pebble,slip-ons,12.620000000000005
5873,Puma,64.95,64.95,black/cool dark gray,trainers,0.0
5874,RAID,27.19,44.99,nude,sandals,17.8
5875,Betsy,44.99,99.99,black,boots,54.99999999999999
5876,A.S.98,158.99,199.99,calvados,sandals,41.0
5877,Anna Field,109.99,109.99,beige,boots,0.0
5878,Anna Field Wide Fit,48.99,69.99,silver,pumps,20.999999999999993
5879,Bullboxer,79.9,79.95,black ,boots,0.04999999999999716
5880,Paul Vesterbro,41.99,74.99,schwarz,boots,32.99999999999999
5881,Blauer,164.95,164.95,white/purple,trainers,0.0
5882,Even&Odd,48.99,48.99,cognac ,boots,0.0
5883,Inuovo,89.95,89.95,gold gld,mules,0.0
5884,Gabor Comfort,124.95,124.95,forest dark gold,slip-ons,0.0
5885,Kazar,83.99,119.99,red,sandals,36.0
5886,Steve Madden,129.95,129.95,silver-coloured,sandals,0.0
5887,Cesare Gaspari,69.0,139.0,pink,mules,70.0
5888,Anna Field,26.39,34.99,black,sandals,8.600000000000001
5889,Betsy,49.99,59.99,light pink,sandals,10.0
5890,Clarks Originals,69.95,69.95,weiß,mules,0.0
5891,Jane Klain,44.96,49.95,silber,sandals,4.990000000000002
5892,Lacoste,72.95,104.95,white/light pink,trainers,32.0
5893,Manebí,104.95,104.95,champagne beige,mules,0.0
5894,Havaianas,26.95,26.95,ballet rose,mixed,0.0
5895,Gabor Comfort,124.95,124.95,malve dark gold,slip-ons,0.0
5896,Tamaris,79.41,99.95,cinnamon,mixed,20.540000000000006
5897,Skechers,99.95,99.95,weiß,trainers,0.0
5898,Mango,45.99,45.99,silver,mules,0.0
5899,Kazar,87.99,109.99,red,mules,22.0
5900,Tamaris,47.95,59.95,ivory,boots,12.0
5901,Tamaris,47.95,59.95,camel,sandals,12.0
5902,KHARISMA,62.99,74.99,nude,mules,11.999999999999993
5903,Call it Spring,51.95,64.95,black,heels,13.0
5904,Roxy,23.89,27.99,black,sandals,4.099999999999998
5905,Gabor,59.95,99.95,viola,sandals,40.0
5906,Mexx,48.95,69.95,goud,sandals,21.0
5907,Where’s That From,38.99,38.99,silver,sandals,0.0
5908,Hummel,59.45,69.95,sharkskin,trainers,10.5
5909,Gabor,59.95,99.95,viola,heels,40.0
5910,Puma,76.95,109.95,black/white,trainers,33.0
5911,Nike Sportswear,119.99,119.99,white,trainers,0.0
5912,Gabor,85.45,89.95,weiß,sandals,4.5
5913,Remonte,71.46,79.99,black,sandals,8.530000000000001
5914,Marco Tozzi,53.95,59.95,black brush,heels,6.0
5915,Converse,89.95,89.95,white/natural ivory/black,trainers,0.0
5916,Next,64.0,64.0,black,heels,0.0
5917,flip*flop,59.95,59.95,perlweiß,mules,0.0
5918,Next,90.0,90.0,green,trainers,0.0
5919,s.Oliver,61.39,79.95,nut,boots,18.560000000000002
5920,Tamaris,49.95,49.95,pewter glam,sandals,0.0
5921,GANT,87.54,109.95,"white, beige ",trainers,22.409999999999997
5922,Jolana & Fenena,45.99,119.99,creme,boots,74.0
5923,RAID,59.99,59.99,black,boots,0.0
5924,Ambellis,27.99,119.99,blau/weiß,boots,92.0
5925,Paul Green,139.95,164.95,beige,trainers,25.0
5926,Jolana & Fenena,70.99,99.99,schwarz lila,boots,29.0
5927,Nine West,39.99,109.99,nude,sandals,70.0
5928,mtng,115.95,115.95,avellana,boots,0.0
5929,RYŁKO,99.99,99.99,brown,slip-ons,0.0
5930,Caprice,82.99,99.99,hunter nubuc ,boots,17.0
5931,Tamaris,58.95,69.95,white/silver,trainers,11.0
5932,Dockers by Gerli,49.99,69.99,schwarz,boots,19.999999999999993
5933,Zign,59.99,74.99,dark red,heels,14.999999999999993
5934,HUGO,111.95,159.95,white,trainers,47.999999999999986
5935,Anna Field,53.99,89.99,taupe,boots,35.99999999999999
5936,OYSHO,12.99,25.99,mauve,clogs,12.999999999999998
5937,Kazar,139.49,154.99,black,sandals,15.5
5938,Palado,39.95,69.95,silber,mules,30.0
5939,Gabor,113.95,119.95,schwarz uni,trainers,6.0
