,Titles,Years
15462,Human embryonic stem cells derived by somatic cell nuclear transfer.,2013
15463,SnapShot: force spectroscopy and single-molecule manipulation.,2013
15464,Structure of the mammalian ribosomal 43S preinitiation complex bound to the scanning factor DHX29.,2013
15465,A nutrient-responsive pathway that determines M phase timing through control of B-cyclin mRNA stability.,2013
15466,The eEF2 kinase confers resistance to nutrient deprivation by blocking translation elongation.,2013
15467,RAS and RHO families of GTPases directly regulate distinct phosphoinositide 3-kinase isoforms.,2013
15468,Malt1-induced cleavage of regnase-1 in CD4(+) helper T cells regulates immune activation.,2013
15469,Rhythmic modulation of the hematopoietic niche through neutrophil clearance.,2013
15470,Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis.,2013
15471,Gene expression is circular: factors for mRNA degradation also foster mRNA synthesis.,2013
15472,Global regulation of promoter melting in naive lymphocytes.,2013
15473,Paused Pol II coordinates tissue morphogenesis in the Drosophila embryo.,2013
15474,Induction of pluripotency in mouse somatic cells with lineage specifiers.,2013
15475,Forces in tissue morphogenesis and patterning.,2013
15476,Talking to each other to initiate sexual differentiation.,2013
15477,Transitions for regulating early transcription.,2013
15478,Taking a pause to reflect on morphogenesis.,2013
15479,New balance in pluripotency: reprogramming with lineage specifiers.,2013
15480,Cell-cell communication between malaria-infected red blood cells via exosome-like vesicles.,2013
15481,Epigenomic analysis of multilineage differentiation of human embryonic stem cells.,2013
15482,Transcriptional and epigenetic dynamics during specification of human embryonic stem cells.,2013
15483,"Cyclic [G(2',5')pA(3',5')p] is the metazoan second messenger produced by DNA-activated cyclic GMP-AMP synthase.",2013
15484,SnapShot: Transcription regulation: pausing.,2013
15485,Diverse mechanisms of somatic structural variations in human cancer genomes.,2013
15486,Sexually dimorphic neurons in the ventromedial hypothalamus govern mating in both sexes and aggression in males.,2013
15487,Roquin promotes constitutive mRNA decay via a conserved class of stem-loop recognition motifs.,2013
15488,SR proteins collaborate with 7SK and promoter-associated nascent RNA to release paused polymerase.,2013
15489,The mTORC1 pathway stimulates glutamine metabolism and cell proliferation by repressing SIRT4.,2013
15490,Growth differentiation factor 11 is a circulating factor that reverses age-related cardiac hypertrophy.,2013
15491,Homeostasis in intestinal epithelium is orchestrated by the circadian clock and microbiota cues transduced by TLRs.,2013
15492,Bacterial-derived uracil as a modulator of mucosal immunity and gut-microbe homeostasis in Drosophila.,2013
15493,Single naive CD4+ T cells from a diverse repertoire produce different effector cell types during infection.,2013
15494,"Sperm, but not oocyte, DNA methylome is inherited by zebrafish early embryos.",2013
15495,Reprogramming the maternal zebrafish genome after fertilization to match the paternal methylation pattern.,2013
15496,Young at heart.,2013
15497,Microbiota keep the intestinal clock ticking.,2013
15498,Dwelling on T cell fate decisions.,2013
15499,Beyond DNA: programming and inheritance of parental methylomes.,2013
15500,Catalyzing curriculum evolution in graduate science education.,2013
15501,One-step generation of mice carrying mutations in multiple genes by CRISPR/Cas-mediated genome engineering.,2013
15502,Four-dimensional imaging of E. coli nucleoid organization and dynamics in living cells.,2013
15503,Betatrophin: a hormone that controls pancreatic β cell proliferation.,2013
15504,SnapShot: Axon guidance II.,2013
15505,Integrated systems approach identifies genetic nodes and networks in late-onset Alzheimer's disease.,2013
15506,Punctuated evolution of prostate cancer genomes.,2013
15507,Mapping the human miRNA interactome by CLASH reveals frequent noncanonical binding.,2013
15508,14-3-3 proteins interact with a hybrid prenyl-phosphorylation motif to inhibit G proteins.,2013
15509,Nucleotide binding and conformational switching in the hexameric ring of a AAA+ machine.,2013
15510,Proteasome regulation by ADP-ribosylation.,2013
15511,A vitamin D receptor/SMAD genomic circuit gates hepatic fibrotic response.,2013
15512,The histone mark H3K36me3 regulates human DNA mismatch repair through its interaction with MutSα.,2013
15513,ADAR1 forms a complex with Dicer to promote microRNA processing and RNA-induced gene silencing.,2013
15514,MicroRNAs inhibit the translation of target mRNAs on the endoplasmic reticulum in Arabidopsis.,2013
15515,Specified neural progenitors sort to form sharp domains after noisy Shh signaling.,2013
15516,Trnp1 regulates expansion and folding of the mammalian cerebral cortex by control of radial glial fate.,2013
15517,The long and short of microRNA.,2013
15518,"On your mark, get SET(D2), go! H3K36me3 primes DNA mismatch repair.",2013
15519,MicroRNAs visit the ER.,2013
15520,Sorting sloppy Sonic.,2013
15521,Radical host-specific therapies for TB.,2013
15522,"1953: when genes became ""information"".",2013
15523,Genome-wide profiling of 5-formylcytosine reveals its roles in epigenetic priming.,2013
15524,Genome-wide analysis reveals TET- and TDG-dependent 5-methylcytosine oxidation dynamics.,2013
15525,TNF dually mediates resistance and susceptibility to mycobacteria via mitochondrial reactive oxygen species.,2013
15526,SnapShot: Axon Guidance.,2013
15527,Methylation-dependent and -independent genomic targeting principles of the MBD protein family.,2013
15528,The ribosome as an optimal decoder: a lesson in molecular recognition.,2013
15529,Protein complexes are under evolutionary selection to assemble via ordered pathways.,2013
15530,Small RNA-mediated activation of sugar phosphatase mRNA regulates glucose homeostasis.,2013
15531,The fractalkine/CX3CR1 system regulates β cell function and insulin secretion.,2013
15532,A Direct in vivo RNAi screen identifies MKK4 as a key regulator of liver regeneration.,2013
15533,Type 2 innate signals stimulate fibro/adipogenic progenitors to facilitate muscle regeneration.,2013
15534,Nr4a1-dependent Ly6C(low) monocytes monitor endothelial cells and orchestrate their disposal.,2013
15535,The adaptor MAVS promotes NLRP3 mitochondrial localization and inflammasome activation.,2013
15536,Exit from pluripotency is gated by intracellular redistribution of the bHLH transcription factor Tfe3.,2013
15537,Selective inhibition of tumor oncogenes by disruption of super-enhancers.,2013
15538,Master transcription factors and mediator establish super-enhancers at key cell identity genes.,2013
15539,Allostery in disease and in drug discovery.,2013
15540,Higher-order assemblies in a new paradigm of signal transduction.,2013
15541,Polarized radicals.,2013
15542,A therapy for liver failure found in the JNK yard.,2013
15543,Guards at the gate to embryonic stem cell differentiation.,2013
15544,Non-cell-autonomous tumor suppression by p53.,2013
15545,The bacterial DnaC helicase loader is a DnaB ring breaker.,2013
15546,A mechanism for localized lignin deposition in the endodermis.,2013
15547,Noncoding RNAs and cancer.,2013
15548,SnapShot: inflammasomes.,2013
15549,Integration of metabolic and gene regulatory networks modulates the C. elegans dietary response.,2013
15550,Diet-induced developmental acceleration independent of TOR and insulin in C. elegans.,2013
15551,Metformin retards aging in C. elegans by altering microbial folate and methionine metabolism.,2013
15552,Phospholipase Cε hydrolyzes perinuclear phosphatidylinositol 4-phosphate to regulate cardiac hypertrophy.,2013
15553,The Arabidopsis nucleosome remodeler DDM1 allows DNA methyltransferases to access H1-containing heterochromatin.,2013
15554,An RNA degradation machine sculpted by Ro autoantigen and noncoding RNA.,2013
15555,Heritable remodeling of yeast multicellularity by an environmentally responsive prion.,2013
15556,Glioblastoma stem cells generate vascular pericytes to support vessel function and tumor growth.,2013
15557,Somatic mutations of the immunoglobulin framework are generally required for broad and potent HIV-1 neutralization.,2013
15558,Endogenous retrotransposition activates oncogenic pathways in hepatocellular carcinoma.,2013
15559,Hijacking the neuronal NMDAR signaling circuit to promote tumor growth and invasion.,2013
15560,Reversible disruption of mSWI/SNF (BAF) complexes by the SS18-SSX oncogenic fusion in synovial sarcoma.,2013
15561,Influence of metabolism on epigenetics and disease.,2013
15562,Interplay between the cancer genome and epigenome.,2013
15563,Lessons from the cancer genome.,2013
15564,Cullins getting undressed by the protein exchange factor Cand1.,2013
15565,Ring around the Ro-sie: RNA-mediated alterations of PNPase activity.,2013
15566,Synovial sarcoma mechanisms: a series of unfortunate events.,2013
15567,Single-cell dynamics of genome-nuclear lamina interactions.,2013
15568,The lipid mediator protectin D1 inhibits influenza virus replication and improves severe influenza.,2013
15569,Cand1 promotes assembly of new SCF complexes through dynamic exchange of F box proteins.,2013
15570,Nuclear biology: what's been most surprising?,2013
15571,SnapShot: Replication timing.,2013
15572,Nuclear positioning.,2013
15573,When lamins go bad: nuclear structure and disease.,2013
15574,Chromatin movement in the maintenance of genome stability.,2013
15575,Chromatin remodeling at DNA double-strand breaks.,2013
15576,Epigenetics of reprogramming to induced pluripotency.,2013
15577,"X-inactivation, imprinting, and long noncoding RNAs in health and disease.",2013
15578,Long noncoding RNAs: cellular address codes in development and disease.,2013
